Inventaire?,N° réf,Jeux,Classification ludothèque COL,COL adapté 1,COL adapté 2,Etat,Âge,Duree,Nbre de joueurs,Thème,Prix neuf,Jeton(s),A vendre?,Poids,Nbre de cartes,Dimension cartes,don provenance?,Date d'entrée,trictrac,titre officiel,annee de sortie,illustrateur,image_editeur,auteur,,editeur,description,caractéristique,mécanisme,Commentaires,Année de rentrée,Enfants / Adultes,Manque,Inventaire,dernier inventaire,liens vers video régles
,514,Kingdomino giant version ,R,COM,COM,Bon,,,,Médiéval,52.5,3,,,,,,,,,,,,,,Blue orange,,,,,2018-2019,Adultes,,4 tuiles de dépard; 4 chateaux; 48 dominos; 8 rois,31/07/2019,
,515,La chasse aux monstres ,R,ASS,ASS,Bon,,,,Monstres,16,1,,,,,,,,,,,,,,Scorpion Masqué,,,,,2018-2019,Enfants,,"20 cartes monstre, 10 tuiles jouet, 2 tuiles experts, 3 tuiles progression, 1 boite placard et 1 livret de règles",09/08/2019,
,516,Trésor de glace,R,ADR,ADR,Bon,5,15,2 - 4,Fantastique,16.5,1,,,,,,,,,,,,,,Haba,,,,,2018-2019,Enfants,,régle; 4 jeunes dragons ; 4 parois séparatrices; 9 anneaux ; 90 pierres; 1 tuiles blocs de glaces; plateau de jeu; 5  tuiles pierre ; 1 papa dragon,30/07/2019,
,517,Unlock! Exotic adventures,R,ENQ,ENQ,Bon,10,60,1 - 6,Enquête,27,2,,,,,,,,,,,,,,Space Cowboys,,,escape,,2018-2019,Adultes,,1 régle; 10 cartes tuto; 180 cartes pour 3 aventure; 1 carnet; 1 feuillet,12/08/2019,
,518,My little Scythe,R,REF,REF,Bon,8,45,1 - 6,Fantastique,42.9,3,,,,,,,,,,,,,,Matagot,,,,,2018-2019,Enfants,,1 plateau; 24 pommes; 24 gemmes;12 jetons quêtes;7 paire de figurine; 2 roue de combat; 7 pions action; 7 jetons tarte; 1 tuile mise en place; 6 plateau joueur; 28 trophés; 7 tuiles camp de base; 16 tuiles améliorations; 8 cartes perso; 7 jetons amitiés; 5 dés recherche,01/08/2019,
,519,Go Go Gelato !,R,ADR,ADR,Bon,6,15,2 - 4,Nourriture,21.95,2,,,,,,,,,,,,,,Blue Orange,,,,,2018-2019,Enfants,,régle; 16 cônes; 12 boules; 54 cartes objectifs,30/07/2019,
,520,Strike,R,HAS,HAS,Bon,8,15,2 - 5,Abstrait,14.9,1,,,,,,,,,,,,,,Ravensburger,,,,,2018-2019,Enfants,,1 piste; 31 dés; 1 tapis,09/08/2019,
,521,Cacao,R,ASS,ASS,Bon,8,45,2 - 4,Nourriture,27,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,44 tuiles ouvriers; 4 porteur d'eau; 4 plateau village; 28 tuiles jungle; 20 feves cacao; 12 jetons soleil; 48 pieces d'or; 1 régle; 1 feuille recap tuile,09/08/2019,
,522,Concept Kids,R,COO,EXP,Bon,4,20,2 - 12,Animaux,22.5,2,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,1 plateau ; 110 cartes ; 16 bagues ; 1 porte carte ; 1 livret de règles ; 1 règle rapide,26/08/2019,
,524,Boite à manipuler nature,E,MAN,MAN,Bon,0,0,1,Nature,50,3,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,1 figure,"1 boites, 5 figure , ",12/08/2019,
,525,Colt Express extension marshal & prisonniers,R,REF,REF,Bon,10,45,2 - 6,Western,17.9,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 wagon prisonnier; 2 fiches prisonnier; 1 pions marshall; 1 pions cheval; 2 sacs postaux; 1 bourse; 7 cartes prisonnier; 7 cartes idée; 7 cartes wanted; 18 cartes mei ; 23 cartes marshall;14 cartes objectif marshall; 13 cartes manches; 3 cartes as,31/07/2019,
,526,Petits oiseaux (les) premiers dominos,R,ASS,ASS,Bon,2,15,2 - 6,Animaux,18,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,28 domino R/V,12/08/2019,
,527,Gagne ta maman ! ,R,REF,REF,Bon,,,,Abstrait,34.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,18 piéces en bois; 1 plateau; 2 reglettes; 40 cartes; 1 livret,06/08/2019,
,528,Mad trip,R,PAR,PAR,Bon,,,,Aventure,19.9,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau R/V; 56 cartes; 1 jetons strat; 1 sablier; 2 tuiles; 3 objets mousse; régle,06/08/2019,
,529,Great western trail ,R,PAR,PAR,Bon,,,,Western,35.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau;54 tuiles ouvriers; 18 tuiles dangers; 22 tuiles tipi; 4 plateau indiv; 4 tuiles eleveur; 4 éleveurs; 4 loco; 56 disques; 4 marqueurs; 92 cartes bétail départ; 36 cartes bétail marché; 24 cartes objectif; 47 tuiles bâtiment; 40 tuiles bâtiment perso; 5 tuiles chefs de gare; 55 piéces; 1 marqueurs marché; 1 bloc de score,09/08/2019,
,530,Century - Merveilles Orientales,R,ASS,ASS,Bon,,,,Asie,31.5,2,,,,,,,,,,,,,,Plan B game,,,,,2018-2019,Adultes,,4 plateaux ; 4 bateaux; 24 tuiles marché; 4 tuiles mer; 4 tuiles port; 27 tuiles pv; 20 tuiles bonus ; 80 comptoirs; 4 bols; 105 cubes; 8 cubes et 12 comptoirs en reserves,09/08/2019,
,531,Histoires de peluches ,R,COO,EXP,Bon,,,,Science Fiction,60,3,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 livret; 1 livre histoire; 40 cartes découverte; 1 plateau annexe; 6 figurine peluche; 17 figurine monstre 35 dés; 1 bourse; 15 boutons 6 cartes peluche; 29 carte égarés; 10 cartes sommeil; 47 cartes objet; 12 cartes monstres; 7 cartes environnement; 34 cartes conditions; 4 cartes references; 32 pions rembourrage; 16 pions coeur; 4 pions objectifs; 4 pions egaré; 1 pions marques page; 1 pions chariot rouge; 1 pion train; 1 pion porte.,09/08/2019,
,532,Pillard de la mer du Nord ,R,REF,REF,Bon,,,,Vikings,38.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,"16 tuiles offrandes; 12 marqueurs;1 plateau; 18 walkyries; 18 or; 32 piéces argents, 1 sac; 18 fer; 26 bétail; 32 provisions ; 7 ouvriers noirs; 11 ouvriers gris; 12 ouvriers blancs; 2 dés; 71 cartes vikings; 4 plateaux joueurs",06/08/2019,
,533,Dice forge rébellion ,R,COM,COM,Bon,,,,Antiquité,25.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 régle; 32 face de dés; 1 plateau fôret; 1 étui + élastique; 4 réserve fragments; 4 jetons golem; 4 jetons allégeances; 120 cartes; 1 plateau evenements; 3 jetons trésor; 4 jeton sceptre; 4 jetons compagnons; 4 marqueurs; 1 dé celeste; 1 jetons joueur actif; 8 jetons mémoires,09/08/2019,
,534,King domino âge of giants ,R,COM,COM,Bon,,,,Médiéval,17.9,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 chateau 3D; 1 tour de disitributions;2 rois en bois; 1 tuile départ; 29 domino; 6 figurines géant; 1 carnet score,09/08/2019,
,535,Solenia,R,REF,REF,Bon,,,,Science Fiction,31.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 figurine aéronef; 5 bandelettes R/V; 48 tuiles livraisons; 4*15 ressource;    par joueurs : 16 cartes aéronef et 1 plateau individuel; 24 tuiles améliorations; 1 dés ; 68 étoiles,02/08/2019,
,536,Mr Wolf,R,REF,REF,Bon,,,,Animaux,19.9,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,1 plateau; 4 maison; 28 jetons animal; 14 tuiles animal; 1 pions en bois,02/08/2019,
,537,Détective ,R,ENQ,ENQ,Bon,,,,Enquête,40,3,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau; 1 livret enquête; 1 base de donée; 5 tuile perso; 5 paquets affaire; 5 jetons spéciaux; 1 feuille intro; 1 regles; 3 marqueurs; 30 jetons enquêteur; 17 jetons compétences,09/08/2019,
,538,Squadro,R,PAR,PAR,Bon,,,,Abstrait,34.9,2,,,,,Partenariat Gigamic,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau; 10 piéces; 1 regle,09/08/2019,
ok,539,Roulapik,R,ADR,ADR,Bon,4+,20 min,1-4,Animaux,24.9,2,,,,,Partenariat Gigamic,,,,,,,,,,,,,,2018-2019,Enfants,6 jetons forêt,1 boule; 1 tête hérisson; 1 pion renard; 4 pions hérissons. 7 plateaux R/V; 18 jetons forêt,04/11/2025,https://www.youtube.com/watch?v=AFKej-Vsl2E
,540,Mission Calaveras,R,ENQ,ENQ,Bon,,,,Enquête,17.9,1,,,,,Partenariat Gigamic,,,,,,,,,,,,,,2018-2019,Adultes,,48 cartes; 6 cartes perso; 1 plateau: 24 jetons; 1 pions nicoles regles,09/08/2019,
,541,Catham City,R,REF,REF,Bon,,,,bandits,17.9,1,,,,,Partenariat Gigamic,,,,,,,,,Kosmos,,,,,2018-2019,Adultes,,120 cartes; 42 jetons; régle,09/08/2019,
,542,Détrak,R,COM,COM,Bon,,,,Abstrait,11.9,1,,,,,Partenariat Gigamic,,,,,,,,,,,,,,2018-2019,Adultes,,2 dés spéciaux; 6 crayons; bloc de score; régle,09/08/2019,
,543,Halli Galli,R,ASS,ASS,Bon,,,,Abstrait,19.9,1,,,,,Partenariat Gigamic,,,,,,,,,,,,,,2018-2019,Enfants,,"56 cartes, 1 sonette, 1 livret de règles",09/08/2019,
,544,cortex ,R,EXP,EXP,Bon,,,,mots,15,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,1 carte,90 cartes; 6 cerveaux puzzle (24 piéces); ,09/08/2019,
,545,affinity ,R,EXP,EXP,Bon,,,,mots,20,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,"boite/plateau de jeu; 1 règle du jeu; plateau émotion, 1 jeton discorde, 1 jeton harmonie, 3 jetons joker, 3*60 cartes (début/milieu/fin); 32 cartes émotions",09/08/2019,
,546,ganymede ,R,REF,REF,Bon,,,,Science Fiction,26.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,30 tuiles colon; 90 cartes; 52 meeples; 4 plateaux indiv; 4 marrqueur réputation,09/08/2019,
,547,big Monster ,R,ASS,ASS,Bon,,,,Science Fiction,26.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,6 tuiles monstre en +;,1 plateau; 126 tuiles monstres; 24 tuiles mutations; 17 tuiles explo; 39 médailles; 4 aide de jeu; bloc feuille,09/08/2019,
,548,magic maze kids,R,COO,PAR,Bon,,,,Labyrinthe,32.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,4 plateaux de jeu R/V 4 pions heros; 6 pions créatures; 4 tuiles action; 1 chaudron; 52 jetons ingrédients; 1 jetons temps; 26 cartes mission; 1 sablier; 1 carte roi; 1 carte rappel,02/08/2019,
,549,Shy monsters,R,REF,REF,Bon,10,,,Monstres,10.35,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,11 tuiles donjon; 1 pion héro; 2 tuiles compétence; 2 tuiles mémo,02/08/2019,
,550,Azul : les vitraux de Sintra,R,COM,COM,Bon,,,,Médiéval,32.31,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,- 1 tuiles blanche,9 cercles; 4 plateau palais; 32 planche motifs;4 vitriers; 8 marqueurs ; 100 piéces vitrail; 1 piste score; 1 tuiles 1er joueur; 1 sac; 1 tours de rangement,09/08/2019,
,551,Cubirds,R,COM,COM,Bon,,,,Animaux,12.5,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,110 cartes,09/08/2019,
,552,Shadows : Amsterdam,R,REF,REF,Bon,,,,,20.25,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 livret; 7 quartions r/v ; 84 cartes indices; 1 tuiles départ; 3 tuiles obstacle; 2 paravent; 40 cartes plan r/v; 2 marqueurs; 2 figurines; 6 jetons preuves; 2 piste police; 5 jetons polices,01/08/2019,
,553,Kikafé,R,EXP,EXP,Bon,,,,,7.65,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,,02/08/2019,
,554,Paper Tales,R,REF,REF,Bon,,,,,24.21,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 piste de score; 1 pions temps; 30 jetons or; 30 jetons age; 5 aides de jeu;5 marqueurs de score; 25 cartes batiment;; 81 cartes unités,09/08/2019,
,555,Snow Time,R,REF,REF,Bon,,,,,20.25,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau; 5 pions; 50 cartes; 15 pions fruits; 2 des,09/08/2019,
,556,Flamme Rouge,R,PAR,PAR,Bon,,,,,35.91,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,4 plteau indiv; 8 fig; 21 tuils pistes; 190 cartes; régles,09/08/2019,
,557,Sagrada,R,COM,COM,Bon,,,,,34.9,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,4 plateau vitrail; 12 cartes motifs; 90 dés; 1 piste manche/ points; 12 cartes outils; 1 sac; 10 cartes obj public; 5 cartes obj privé; 24 jetons faveur; 4 marqueurs score,09/08/2019,
,558,Kodama,R,COM,COM,Bon,,,,,17.1,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,65 cartes branches; 20 cartes kodoma; 15 cartes saisons; 6 cartes troncs; 1 plateau score; 7 pions; 1 pions 1er joueurs,01/08/2019,
,559,Bunny Kingdom in the Sky (ext.),R,REF,REF,Bon,,,,,24.21,2,,,,,,,,,,,,,,Iello,,,,,2018-2019,Adultes,,1 plateau; 86 figurine lapin; 7 figurine cité; 20 jetons construction; 30 pieces; 50 cartes,09/08/2019,
,560,Tokyo Highway,R,ADR,ADR,Bon,,,,,32.31,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,1 pilliers gris en -,4*10 voitures; 36 routes; 80 pilliers gris; 8 pilliers jaune; 1 pinces; 4 batiments,09/08/2019,
,561,Greenville 1989,R,EXP,EXP,Bon,,,,Monstres,24.3,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau; 84 cartes; 1 livret régle; 6 plateau personnage; 5 jetons objet; 12 jetons perso et 2 jetons ectoplasme; 1 jeton guide; 6 jetons vallidations personnage et 1 jeton ectolasme,09/08/2019,
,562,Qwinto,R,HAS,HAS,Bon,,,,,12.51,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,"3 dés (jaune, rouge, violet, 4 crayon, 1 bloc de score; 1 régle",01/09/2019,
,563,Kontour,R,EXP,EXP,Bon,,,,,12.51,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,1 cartes 59,1 crayons; 1 blocs dessin; 72 cartes; 1 sablier; régle,09/08/2019,
,564,Slide Quest,R,ADR,ADR,Bon,,,,,20.25,2,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau ; 4 levier: 20 cartes; 1 chevalier; 8 obstacles; 9 piéges; 1 compteur de vie; 1 coeur; 1 sauvegarde,09/08/2019,
,565,KornHole Enfants,R,ADR,ADR,,,,,bois,89.4,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,,,,
,566,Jeu de l'anneau et du crochet,R,ADR,ADR,,,,,Bois,95.00,3,,,,,,,,,,,,,,,,,,prévoir réparations pied,2018-2019,Animations,,1 pied; 1 potence marquer de point; 1 canne à anneau ,12/08/2019,
,567,Billard Hollandais,R,ADR,ADR,,,,,bois,68.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,4 palets,1 plateau; 30 palets,12/08/2019,
,568,Roll up géant,R,ADR,ADR,,,,,bois,121.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,1 balle,1 plateau ; 1 balle,12/08/2019,
,569,Billard à rebond,R,ADR,ADR,,,,,bois,108.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,,1 plateau ; 5 palets,12/08/2019,
,570,Palet pétanque,R,ADR,ADR,,,,,bois,140.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,1 regle,1 plateau; 3 * 4 palet de couleurs (rouges ; vert ; jaune ; blanc),12/08/2019,
,571,Jeu d'équilibre - jeu bomboléo,R,ADR,ADR,,,,,bois,150.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,,"1 plateau support; 1 potence; 1 plateau équilibre, 1 dés; 56 piéces ou 400 gr",12/08/2019,
,572,Tir sur cible à élastique 2 joueurs,R,ADR,ADR,,,,,bois,95.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,,1 plateau à élastique; 2 * 6 palets,12/08/2019,
,573,Puissance 4 géant plastique,R,COM,COM,,,,,/,129.00,3,,,,,,,,,,,,,,,,,,,2018-2019,Animations,,,,
,574,Coua2sous,R,REF,REF,neuf,6+,10 min,2-4,,15,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,9 cartes forêt; 12 cartes gland; 4 cartes coua2sous,06/08/2019,
vendu,575,kahuna,R,REF,REF,,,,,,20,2,oui,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,1 plateau; 24 cartes ile; 20 pierre kahuna; 50 batonnets; 1 régles,06/08/2019,
,576,Lindisfarne,R,EXP,EXP,neuf,,,,,13.5,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,3 plateaux; 6 dés; 38 cartes destination; 20 cartes objectif; 24 jetons viking; 12 jetons rune; 1 pions 1er joueur; 2 régles,12/08/2019,
,577,Unlock secret adventure,R,ENQ,ENQ,neuf,,,,,27.95,2,,,,,,,,,,,,,,,,,escape,,2018-2019,Adultes,,10 cartes tuto; 186 cartes pour 3 aventures; 6 jetons balle + support;  1 cartes.,12/08/2019,
,578,chevalier de la table ronde (les),R,REF,REF,neuf,,,,,38,2,,,,,,,,,,,,,,,,,,erreur de rangement. jeu appartenant à sandrine,2018-2019,Adultes,2 plateaux de 10 perso (en peinture),1 plateau ; 3 plateaux de quête R/V; 16 épées; 108 cartes perso; 7 blasons; 7 dés; 1 dé de 8; 1 livret régle; 1 grand livre de quête; 30 figurines,12/08/2019,
ok,579,Initiation aux Echecs,R,REF,REF,Abimé,8,60,2,Abstrait,15,1,,,,,Don Sylvie,11-06-2016,,,,,,,,,,,,,2015-2016,Adultes,,"1 plateau, 42 fiches inititations, 16 pions noirs, 16 pions blancs",12/08/2019,
,581,puzzle winnie mousse,A,AGE,AGE,,,,,,5,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,24 piéces,12/08/2019,
,582,puzzle disney mousse,A,AGE,AGE,,,,,,5,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,25 piéces,12/08/2019,
,583,lots nourriture dinettes,A,ROL,ROL,,,,,,5,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,lots nourritures,12/08/2019,
,584,super simon,A,ADR,ADR,,,,,,5,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,1 jeu,12/08/2019,
,585,Simon's air,A,ADR,ADR,,,,,,20,2,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,1 jeu,12/08/2019,
,586,pistolet (type nerf),A,ROL,ROL,,,,,,20,2,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,fléchette en mousse,2 pistolet; 6 demi cible; 2 masque protection.,12/08/2019,
ok,587,Mölkki ,R,ADR,ADR,Abimé,8,30,2 - 6,Bois,20,2,,,,,Don Victor et Sandrine,01-08-2015,,,,,,,,,,,,,2018-2019,Animations,,"12 quilles, 1 baton , 1 caisse de transport",12/08/2019,
,588,Bag board,R,ADR,ADR,,,,,,70,3,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,1 sac bleu,"1 planche percé, 1 support, 4 sac bleu; 4 sac orange, 1 sac de transport; régle",12/08/2019,
,589,lots de 3 doudous,A,ROL,ROL,,,,,,20,2,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,2 peluche et 1 livre,12/08/2019,
,590,lots 2 dragon,A,ROL,ROL,,,,,,5,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,2 dragons,12/08/2019,
,591,1 cuisine plastique,A,ROL,ROL,,,,,,5,1,,,,,,,,,,,,,,,,,,,2018-2019,Enfants,,1 cuisine,12/08/2019,
,592,charlatan de belcastel,R,REF,REF,neuf,10 +,,1-4,Médiéval,35,2,,,24,,,25/11/2019,,,,,,Wolfgang Warsch,,Schmidt,,,,,2019-2020,Adultes,,4 chaudrons ; 1 plateau; 216 jetons +3 réserve; 12 livrets; 4 bouteilles; 4 tuiles sceau; 24 cartes divinatoires; 4 sacs; 20 rubis; 1 almanach.,25/11/2019,
,593,clank!,R,PAR,PAR,neuf,,,,Médiéval,40,3,,,180,,,25/11/2019,,,,,,,,,,,,,2019-2020,Adultes,,1 plateau R/V; + 180 cartes; + 80 jetons; 30 cubes; 4 pions joueurs; 24 cubes dragon; 1 sac dragon; 1 pions dragons; 1 livret régle.,25/11/2019,
ok,594,Wopono,R,EXP,EXP,neuf,,,,,20,2,,,,,,,,,,,,,,,,,,,2019-2020,Adultes,,,,
ok,595,Chop chop,R,PAR,PAR,neuf,6+,15 min,2-5,animaux,29,2,,,,,,1/10/2020,,,,,,,,Djeco,,,,,2019-2020,Adultes,,1 table; 4 souries; 1 chat; 38 jetons fromage; 4 tuiles entrée; 1 dés faces bleue; 1 dés faces grise. 1 plateau; 1 régles.,10/01/2020,
ok,596,Fertility,R,REF,REF,neuf,10 +,45 min,2-4,egypte,32.5,2,,,,,,1/10/2020,,,,Jérémie Fleury,,Cyrille Leroy,,Catch up games,,,,,2019-2020,Adultes,,4 plateaux vallée; 4 plateaux métropole; 1 tuile départ; 50 tuiles vallée; 80 bois; 4 marqueurs blé; 16 pions monument; 1 bloc score; 1 régles; 6 raccords de plateau,10/01/2020,
ok,597,Speed mandala,R,ASS,ASS,neuf,6+,15 min,1-4,dessin,10.95,1,,,,,,1/10/2020,,,,Freepik,,Manu Palau,,Life style,,,,,2019-2020,Adultes,,27 cartes défi; 4 sets de 3 disque,10/01/2020,
ok,598,Push em up,R,REF,REF,neuf,8+,15-20 min,2-4,Super-héros,13.5,1,,,108,88*58,,1/10/2020,,,,Stéphane Escapa,,Alexandre Droit,,Banana style,,,,,2019-2020,Adultes,,1 régle; 108 cartes (par équipe : 20 cartes héros; 4 push; 1 super push; 1 totem; 1 aide); 1 bloc score.,10/01/2020,
ok,599,Jungle speed kids,R,ASS,ASS,neuf,4+,15 min,2-6,animaux,19.95,1,,,,,,1/10/2020,,,,Vainui de Castelbajac,,"Tom, yako, marie et will",,Zygomatic,,,,,2019-2020,Adultes,,4 tuiles lion; 6 tuiles perso; 1 totem; 1 sac; 1 régle; 32 tuiles animaux,10/01/2020,
ok,600,Bataille pour rokugan,R,REF,REF,neuf,14+,90 min,2-5,japon,35.9,2,,,60,88*56,,1/10/2020,,,,,,,,Fantasy Flight Game,,,,,2019-2020,Adultes,,1 plateau; 22 cartes territoire; 10 cartes initiative; 7 écrans; 12 cartes objectifs; 1 crate 1er joueur; 189 pions combats; 5 cartes shugenja; 10 cartes éclaireur; 210 pions contrôle; 1 pions sanctuaire; 1 pions port; 1 pions champ bataille; 4 pions honneur; 4 pions bonus; 15 pions paix; 15 pions terre; 1 marqueur.,10/01/2020,
ok,601,Av du rail mon 1er voyage,R,PAR,PAR,neuf,6+,15-30 min,2-4,Véhicules,27,2,,,108,87*56,,1/10/2020,,,,,,Alan R.Moon,,Days of wonder,,,,,2019-2020,Adultes,,1 plateau; 80 wagons; 72 cartes train; 32 tickets; 4 cartes bonus; 1 régles,10/01/2020,
ok,602,le roi sommeil,R,REF,REF,bon,4+,15 min,2-5,Médiéval,19.95,1,,,50,92*59,,1/10/2020,,,,Gediminas Akelaitis,,Dirk Andreas Taube,,Gigamic,,,,,2019-2020,Adultes,,5 lits; 1 couverture; 50 cartes; 36 pieces; 6 jokers; 1 régle,06/11/2025,https://www.youtube.com/watch?v=ZePupMDMOsQ
ok,603,Yum yum island,R,PAR,PAR,neuf,6+,20 min,2-5,animaux,22.5,2,,,,,,1/10/2020,,,,,,Laurent Escoffier,,Space cow,,,,,2019-2020,Adultes,,1 régles; 12 animaux; 5 paires de lunettes; 1 dés; 70 jetons; 1 sac en tissus,10/01/2020,
ok,604,Gizmos,R,REF,REF,neuf,14+,40-50 min,2-4,science,35,2,,,112,95*95,,1/10/2020,,,,,,Phil Walker-Harding,,Edge,,,,,2019-2020,Adultes,,112 cartes; 52 billes; 1 distributeur; 1 régle; 1 liste effets; 4 anneaux stockage; 20 pions PV; 4 tableaux de bord,10/01/2020,
ok,605,Planet,R,REF,REF,neuf,8+,30 min,2-4,Science Fiction,31.5,2,,,50,63*88,,1/10/2020,,,,Sabrina Miramon,,Urtis Sulinska,,Blue orange,,,,,2019-2020,Adultes,,4 coeurs de planéte; 50 tuiles continent; 48 cartes animal; 5 cartes objectifs; 1 jeton 1er joueur.,10/01/2020,
ok,606,Entre les lignes,R,EXP,EXP,neuf,10+,20-40 min,4-8,Mots,22.5,2,,,120,59*92,,7/8/2020,,,,Studio Muti,,Wolfgang Warsch,,Act in games,,,,,2019-2020,Adultes,,"1 régle, 1 plateau, 56 jetons vote, 8 jetons points, 8 crayons, 115 cartes mots, 5 cartes chiffres, 8 supports, 8 pions, 1 blocs de feuilles.",07/08/2020,
ok,607,Galapa go,R,REF,REF,neuf,6+,20 min,2-6,animaux,18.9,1,,,55,59*88,,7/8/2020,,,,Tomek Larek,,Valéry Fourcade,,Mj games,,,,,2019-2020,Adultes,,"30 tuiles, 55 cartes, 6 jetons, 1 regle",07/08/2020,
ok,608,Pirates under fire,R,COM,COM,neuf,10 +,30 min,2,Pirates,22.5,2,,,,,,7/8/2020,,,,Ivan Nikulin,,Stefania Niccolini; Marco Canetta,,Explor8,,,,,2019-2020,Adultes,,"1 régle, 54 tuiles bateaux, 12 tuiles bateaux mercenaires, 6 plateaux, 60 jetons, 2 aides de jeu",07/08/2020,
ok,609,Chawaï,R,REF,REF,neuf,9+,20 min,3-6,animaux,16,1,,,108,88*63 (72)    60*60 (36),,8/8/2020,,,,Paul Mafayon,,Bruno Faidutti,,Superlude,,,,,2019-2020,Adultes,,"1 régle, 72 cartes plongeur, 36 cartes poisson, 1 plateau, 1 silhouette, 1 socle.",08/08/2020,
ok,609,Just One,R,ENQ,ENQ,neuf,8+,20 min,3-7,Mots,17.9,1,,,110,63*88,,8/8/2020,,,,,,Ludovic Roudy; Bruno Sautter,,Sombreros production,,,,,2019-2020,Adultes,,"1 régle, 110 cartes, 7 chevalets, 7 feutres.",08/08/2020,
ok,610,Ceylan,R,REF,REF,neuf,10+,45 min,2-4,Orient,39.9,2,,,46,62*88,,9/8/2020,,,,Laura Bevon,,Suzanne Zinsli; Chris Zinsli,,Funnyfox,,,,,2019-2020,Adultes,,1 régle; 4 plateaux indiv; 1 plateau jeu; 32 jetons plantations; 46 cartes action; 9 tuiles relief; 1 cartes répartitions contrats; 8 tuiles conseiller; 7 tuiles dépard; 20 contrats; 17 jetons techno; 4 jetons bonus; 1 théiére; 4 pions; 24 disques; 32 feuilles de thé; 40 caisse de thé; 82 piéces.,09/08/2020,
ok,611,Kingdomino duel,R,COM,COM,neuf,8+,20 min,2,Médiéval,11.9,1,,,,,,8/8/2020,,,,Cyril Bouquet,,Ludovic Maublanc; Bruno Cathala,,Blue orange,,,,,2019-2020,Adultes,,1 régle; 4 dés; 1 carnet 10 feuilles; 2 crayons,08/08/2020,
ok,612,Fou fou fou,R,EXP,EXP,neuf,8+,15 min,3-8,Abstrait,10.9,1,,,54,64*88,,9/8/2020,,,,Pierô,,Corentin Lebrat; Théo Riviére,,KYF,,,,,2019-2020,Adultes,,1 régle; 54 cartes; 24 jetons,09/08/2020,
